period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-02,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,28
2026-02,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2120.12,8.51,0.0000,2120124527,1790845574,1928629879,28
2026-02,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,208.92,2.52,0.0000,208922759,210749967,205345712,28
2026-02,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,60111.18,12841.76,0.8148,28098875264,32012307237,59973454132,28
2026-02,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.59,0.04,0.2657,367,3302468,28010,28
2026-02,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,33364.67,72336.72,6.5366,19040125,208284815224,1832126109,28
2026-02,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,131081.93,7594.65,0.1853,74304046,73372274,67439153,28
2026-02,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,58.07,0.00,0.0000,1987324,16130837514288320,178388360888,28
2026-02,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,563.36,246.30,1.7043,3366675926455,269141061,7113230154,28
2026-02,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,559.88,26.79,0.1658,6406770350119,2754299149851007,123272145524513,28
2026-02,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.27,0.00,0.0000,20876591748,193191107,1976621377,28
