period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,7286.80,0.00,0.0000,2573500642,83888043905,9705402249,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,11.41,0.00,0.0000,4000382,5737945,3271108,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,9.50,0.00,0.0000,206465932,1244230263,440091012,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,120.12,0.00,0.0000,1380579584,60123407,91975901,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,182120.72,0.00,0.0000,1190160799605,2077903671158,1413544441905,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,79214.37,0.00,0.0000,403634385733,902880697465,497078937085,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.39,0.00,0.0000,239,5139159,28010,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,34123.70,0.00,0.0000,77202757935996336,91479884281827680,82448579385682720,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,0
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,75002.48,0.00,0.0000,865498577205,37506351298,153984557976,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,521.49,0.00,0.0000,383603,5954716148,43353267,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,5380.85,0.00,0.0000,61818437559,2695350388,11596535545,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,71.19,0.00,0.0000,818063291,35651320,163695513,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,1.15,0.00,0.0000,12702418,1430938044,130473177,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,73.68,0.00,0.0000,850846789,196540609456546,392377159380,35
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.36,0.00,0.0000,15189928,8746723,11433944,29
2026-08,2026-07-27,2026-08-30,5,6,true,skeletonswap,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,0.67,0.00,0.0000,7474179,213219105212,1240170883,29
