date,time,dex,pool_name,pool_address,tvl_usd,volume_24h_usd,bucket,pool_type,is_amplified,latest_epoch_avg_liquidity,latest_epoch,deprecated,is_deregistered,fetch_ok
2026-05-14,23:50:26,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,1187390.00,12679.80,project,concentrated,false,1211423.83,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,713554.00,28995.60,stable,concentrated,false,719852.93,185,false,false,true
2026-05-14,23:50:26,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,315487.00,575.03,bluechip,concentrated,false,315436.46,185,false,false,true
2026-05-14,23:50:26,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,311847.00,329.00,bluechip,stable,false,311677.93,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,132695.00,1263.16,bluechip,concentrated,false,133604.33,185,false,false,true
2026-05-14,23:50:26,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,118160.00,129.38,project,xyk,false,118434.66,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,109127.00,1112.11,bluechip,concentrated,false,110025.36,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,106960.00,336.93,single,concentrated,false,102356.41,185,false,false,true
2026-05-14,23:50:26,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,82621.60,452.39,single,concentrated,false,82421.72,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,79064.80,76.82,project,concentrated,false,79858.48,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,65813.60,29.14,project,concentrated,false,66760.45,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,64792.40,4665.26,bluechip,xyk,false,69570.22,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,48202.50,410.99,stable,concentrated,false,48655.29,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,41770.20,727.10,project,concentrated,false,42316.72,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,34114.80,497.35,bluechip,xyk,false,29070.74,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-USDT,terra1aategw0787y4fyunmwdvdqraxfc8jtxykyed2skx3p5fd3lkgkmsqry7pz,24058.50,181.08,stable,concentrated,false,24260.14,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-bLUNA,terra1h32epkd72x7st0wk49z35qlpsxf26pw4ydacs8acq6uka7hgshmq7z7vl9,20421.50,0.00,project,stable,false,21048.72,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-SOLID,terra1e45ctmel6t5m9vdgxv3zxh3ecflkfcd6mr42sluzrqnhveqmy3fss338s7,12476.10,73.35,stable,xyk,false,12585.02,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-arbLUNA,terra16nfwldn9j5xhry2y78gvm3x4vte8vu77zr3ctlan79w5f5aheawqnz7a4f,12050.30,17.45,single,stable,false,12050.30,185,false,true,true
2026-05-14,23:50:26,astroport,ATOM-dATOM,terra1a0h6vrzkztjystg8sd949qyrc6mw9gzxk2870cr2mukg53uzgvqs46qul9,8007.48,700.79,single,concentrated,false,8007.48,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-stLUNA,terra1re0yj0j6e9v2szg7kp02ut6u8jjea586t6pnpq6628wl36fphtpqwt6l7p,7268.56,0.00,project,stable,false,7470.73,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-ASTRO,terra1nwepezm3mghyxm7fjfhfr2d4jwqzndtncf9tclgunqfcwhe52mpq4sxaqr,1488.35,63.03,project,concentrated,false,1236.91,185,false,false,true
2026-05-14,23:50:26,astroport,wstETH-WETH.axl,terra1yga5eepqnpg77gaj59uqfkm2qtllvpq642cmx5gj5lzjf5v88wzs2srzp7,1057.17,0.00,single,xyk,false,1028.82,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-WBTC.axl,terra1afkvgc0mxfqakqlaqpxdgy58n79x4r239q3tucxmrsqvqk7ce3ksnctxfu,904.07,7.30,bluechip,concentrated,false,913.13,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-wSOL.wh,terra16zzqwekwsqn4zlsyu4vhjr52ee2hdvppjcr8h22qznjadaazzdgsvd905d,743.66,0.00,bluechip,concentrated,false,743.66,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-SWTH,terra1crlsemxx6yjpeq3am9dzccln0dykusm685ecxscuyny7u596elqqj6xd9z,735.39,0.00,project,xyk,false,735.39,185,false,false,true
2026-05-14,23:50:26,astroport,ATOM-stATOM,terra1f9vmtntpjmkyhkxtlc49jcq6cv8rfz0kr06zv6efdtdgae4m9y9qlzm36t,644.04,0.00,single,concentrated,false,644.04,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-wBNB.axl,terra10clh64cpvjjen8f24qz2046d24s79w2ev2dyd9ke29wmqdqp4yjs3cyk0y,495.95,0.00,bluechip,concentrated,false,495.95,185,false,true,true
2026-05-14,23:50:26,astroport,WBTC.axl-WBTC.osmo,terra1mps5z5gt2c2akwcp86mq0zhw66kdugtc3selcyradtje0vp0z49sfrk8jx,416.33,7.82,single,stable,false,414.65,185,false,false,true
2026-05-14,23:50:26,astroport,SWTH-rSWTH,terra1rzw2egugtjhxz2x58z55kwldm96fzck8qsf9srf5v0uehf64a2asjsak68,365.64,0.00,single,xyk,false,365.64,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-WBTC,terra1p996av7ftzj973swd4yt2er2sn3v9y5j9qfxz67gatnrpf8lfgwsel8hcg,53.51,0.10,bluechip,concentrated,false,53.55,185,false,true,true
2026-05-14,23:50:26,astroport,LUNA-wstETH,terra1u0sp5gaw9amfa8vsaaqvvjpqqdyz4eeslzdjsgaq40afctpx7f6s6augj2,52.63,0.00,bluechip,concentrated,false,52.63,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-wBNB.wh,terra1v3xmc8nn8h8e7z55d80a72g4rgz6mrxyasxq089k8n6m40xldlksf2w5x8,30.95,0.00,bluechip,concentrated,false,30.95,185,false,false,true
2026-05-14,23:50:26,astroport,WHALE-bWHALE,terra18hhsyrjac6hud4tc9q05s8em35utm6jndswhw5v56lh5ld37ml6secl2rd,5.81,0.00,single,xyk,false,5.81,185,false,false,true
2026-05-14,23:50:26,astroport,WHALE-ampWHALE,terra129hvq9mgqtye4kg0cfmv9z6sq5f7sgpmrspr72968xx20gx4t2rqvpue0z,5.45,0.00,single,xyk,false,5.45,185,false,false,true
2026-05-14,23:50:26,astroport,LUNA-WHALE,terra1a6d0lcvfzyllulaaazzg5j70yn4m3e2t90shtlxsr3fwhcg34g2sgwfr75,4.04,0.00,project,concentrated,false,4.04,185,false,false,true
