date,time,dex,pool_name,pool_address,tvl_usd,volume_24h_usd,bucket,pool_type,is_amplified,latest_epoch_avg_liquidity,latest_epoch,deprecated,is_deregistered,fetch_ok,fees_24h_usd,fee_apr,lp_total_supply,astro_staked_usd,assets_json
2026-07-24,23:50:36,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,780167.00,17716.90,project,concentrated,false,816900.94,195,false,false,true,15.177600,0.00710082,6255737925455,98454.10,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""11366335127036"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""ampLUNA"",""denom"":""terra1ecgazyd0waaj3g7l9cmy5gulhxkps2gmxu9ghducvuypjq68mq2s5lvsct"",""amount"":""3061905930217"",""price_usd"":0.09564746127545844,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,317521.00,20134.00,stable,concentrated,false,329499.23,195,false,false,true,18.756100,0.02156070,712493843966,246386.00,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""3730597727647"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""157488378968"",""price_usd"":1,""precision"":6}]"
2026-07-24,23:50:36,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,253395.00,5025.51,bluechip,concentrated,false,260224.26,195,false,false,true,7.078340,0.01019592,116819458199,220436.00,"[{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""125783092709"",""price_usd"":1,""precision"":6},{""symbol"":""EURe"",""denom"":""ibc/8D52B251B447B7160421ACFBD50F6B0ABE5F98D2C404B03701130F12044439A1"",""amount"":""111940626186"",""price_usd"":1.14,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,224480.00,1705.16,stable,concentrated,false,216174.16,195,false,false,true,1.687040,0.00274309,499444790206,216650.00,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""2620459802725"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""EURe"",""denom"":""ibc/8D52B251B447B7160421ACFBD50F6B0ABE5F98D2C404B03701130F12044439A1"",""amount"":""98347050428"",""price_usd"":1.14,""precision"":6}]"
2026-07-24,23:50:36,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,202891.00,4507.67,bluechip,stable,false,220367.70,195,false,false,true,1.126910,0.00202731,101129789011,153845.00,"[{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""95895083960"",""price_usd"":1,""precision"":6},{""symbol"":""USDT"",""denom"":""ibc/9B19062D46CAB50361CE9B0A3E6D0A7A53AC9E7CB361F32A73CC733144A9A9E5"",""amount"":""107090111923"",""price_usd"":0.999131,""precision"":6}]"
2026-07-24,23:50:36,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,125179.00,974.65,single,concentrated,false,138760.57,195,false,false,true,0.421345,0.00122857,3881146,43897.60,"[{""symbol"":""PAXG"",""denom"":""ibc/0EF5630576C66968EF0787868CF09FD866FAD131BC148D24A148358A85F0EB62"",""amount"":""15370166567083368000"",""price_usd"":4049.52,""precision"":18},{""symbol"":""WBTC"",""denom"":""ibc/88386AC48152D48B34B082648DF836F975506F0B57DBBFC10A54213B1BF484CB"",""amount"":""98219307"",""price_usd"":64072,""precision"":8}]"
2026-07-24,23:50:36,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,105868.00,1223.13,bluechip,concentrated,false,108281.60,195,false,false,true,1.192630,0.00411182,1001853601,99904.00,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""1242199834127"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""WBTC"",""denom"":""ibc/88386AC48152D48B34B082648DF836F975506F0B57DBBFC10A54213B1BF484CB"",""amount"":""82070602"",""price_usd"":64072,""precision"":8}]"
2026-07-24,23:50:36,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,93274.30,195.12,project,xyk,false,93581.86,195,false,false,true,0.390545,0.00152828,40794172437,79316.80,"[{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""46645747308"",""price_usd"":1,""precision"":6},{""symbol"":""SOLID"",""denom"":""terra10aa3zdkrc7jwuf8ekl3zq7e7m42vmzqehcmu74e4egc7xkm5kr2s0muyst"",""amount"":""46272857375"",""price_usd"":1.0077953346731066,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,47984.50,50.45,project,concentrated,false,50030.14,195,false,false,true,0.050249,0.00038223,3568063170561,44045.00,"[{""symbol"":""CAPA"",""denom"":""terra1t4p3u8khpd7f8qzurwyafxt648dya6mp6vur3vaapswt6m24gkuqrfdhar"",""amount"":""23295019843291"",""price_usd"":0.001025517023412833,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""562252735310"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,45003.50,8.81,project,concentrated,false,47180.70,195,false,false,true,0.007855,0.00006371,2219606902367,36306.90,"[{""symbol"":""FUEL"",""denom"":""ibc/4B44179AC2F0BEE50C16A673B3B886398988692885B2848A1C8AEF27148B3961"",""amount"":""9507353785438"",""price_usd"":0.002393131093965077,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""519234724712"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,31892.10,966.00,bluechip,xyk,false,34178.38,195,false,false,true,1.935390,0.02215023,56757144852,28049.80,"[{""symbol"":""ATOM"",""denom"":""ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"",""amount"":""11444001933"",""price_usd"":1.39,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""372407397429"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,28252.00,6.82,project,concentrated,false,29571.87,195,false,false,true,0.006692,0.00008646,154030331910820,24577.90,"[{""symbol"":""ROAR"",""denom"":""terra1lxx40s29qvkrcj8fsa3yzyehy7w50umdvvnls2r830rys6lu2zns63eelv"",""amount"":""75136519595078080"",""price_usd"":1.85959234854e-7,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""333211259849"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,24796.90,990.06,bluechip,xyk,false,27400.33,195,false,false,true,1.989320,0.02928196,25144093023685140,22596.60,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""288963892277"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""INJ"",""denom"":""ibc/25BC59386BB65725F735EFC0C369BB717AA8B5DAD846EAF9CBF5D0F18F207211"",""amount"":""2.3950350424576434e+21"",""price_usd"":5.17,""precision"":18}]"
2026-07-24,23:50:36,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,22419.40,587.31,bluechip,concentrated,false,25095.32,195,false,false,true,0.578742,0.00942223,847818317,20169.80,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""261951467029"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""PAXG"",""denom"":""ibc/0EF5630576C66968EF0787868CF09FD866FAD131BC148D24A148358A85F0EB62"",""amount"":""2763303947499613700"",""price_usd"":4049.52,""precision"":18}]"
2026-07-24,23:50:36,astroport,LUNA-SOLID,terra1e45ctmel6t5m9vdgxv3zxh3ecflkfcd6mr42sluzrqnhveqmy3fss338s7,20459.20,164.74,stable,xyk,false,20561.18,195,false,false,true,0.331008,0.00590531,39544462901,18292.00,"[{""symbol"":""SOLID"",""denom"":""terra10aa3zdkrc7jwuf8ekl3zq7e7m42vmzqehcmu74e4egc7xkm5kr2s0muyst"",""amount"":""10156211473"",""price_usd"":1.0077953346731066,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""238457046997"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,20434.70,33.82,single,concentrated,false,20462.51,195,false,false,true,0.027510,0.00049138,136428553966,17963.60,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""286774118308"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""arbLUNA"",""denom"":""terra1se7rvuerys4kd2snt6vqswh9wugu49vhyzls8ymc02wl37g2p2ms5yz490"",""amount"":""57850026850"",""price_usd"":0.14073891929100524,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-USDT,terra1aategw0787y4fyunmwdvdqraxfc8jtxykyed2skx3p5fd3lkgkmsqry7pz,16126.30,147.95,stable,concentrated,false,20443.60,195,false,false,true,0.330331,0.00747666,37567533055,13172.30,"[{""symbol"":""USDT"",""denom"":""ibc/9B19062D46CAB50361CE9B0A3E6D0A7A53AC9E7CB361F32A73CC733144A9A9E5"",""amount"":""8035750619"",""price_usd"":0.999131,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""188845573194"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-ASTRO,terra1nwepezm3mghyxm7fjfhfr2d4jwqzndtncf9tclgunqfcwhe52mpq4sxaqr,8744.24,1603.77,project,concentrated,false,7760.78,195,false,false,true,3.224200,0.13458379,1199676170764,7880.22,"[{""symbol"":""ASTRO"",""denom"":""ibc/8D8A7F7253615E5F76CB6252A1E1BD921D5EDB7BBAAF8913FB1C77FF125D9995"",""amount"":""15800381429515"",""price_usd"":0.000269090041709675,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""104761128769"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-arbLUNA,terra16nfwldn9j5xhry2y78gvm3x4vte8vu77zr3ctlan79w5f5aheawqnz7a4f,7825.35,10.98,single,stable,false,7825.35,195,false,true,true,0.002573,0.00012001,70129946715,6674.21,"[{""symbol"":""arbLUNA"",""denom"":""terra1se7rvuerys4kd2snt6vqswh9wugu49vhyzls8ymc02wl37g2p2ms5yz490"",""amount"":""9917262130"",""price_usd"":0.14073891929100524,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""149960950414"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,ATOM-dATOM,terra1a0h6vrzkztjystg8sd949qyrc6mw9gzxk2870cr2mukg53uzgvqs46qul9,6149.74,117.09,single,concentrated,false,6686.97,195,false,false,true,0.101709,0.00603664,1664082610,184.97,"[{""symbol"":""ATOM"",""denom"":""ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"",""amount"":""2765071426"",""price_usd"":1.39,""precision"":6},{""symbol"":""dATOM"",""denom"":""ibc/223FF539430381ADAB3A66AC4822E253C3F845E9841F17FEEC207B3AA9F8D915"",""amount"":""882504441"",""price_usd"":2.6133486875910372,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-stLUNA,terra1re0yj0j6e9v2szg7kp02ut6u8jjea586t6pnpq6628wl36fphtpqwt6l7p,4895.27,0.00,project,stable,false,5141.06,195,false,false,true,0.000000,0.00000000,53443298722,3541.01,"[{""symbol"":""stLUNA"",""denom"":""ibc/08095CEDEA29977C9DD0CE9A48329FDA622C183359D5F90CF04CC4FF80CBE431"",""amount"":""12386781112"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""101776781651"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,LUNA-bLUNA,terra1h32epkd72x7st0wk49z35qlpsxf26pw4ydacs8acq6uka7hgshmq7z7vl9,4816.22,0.00,project,stable,false,4816.22,195,false,false,true,0.000000,0.00000000,52307819678,3573.52,"[{""symbol"":""bLUNA"",""denom"":""terra17aj4ty4sz4yhgm08na8drc0v03v2jwr3waxcqrwhajj729zhl7zqnpc0ml"",""amount"":""12304445083"",""price_usd"":0.04290416985972131,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""100015736994"",""price_usd"":0.04290471,""precision"":6}]"
2026-07-24,23:50:36,astroport,wstETH-WETH.axl,terra1yga5eepqnpg77gaj59uqfkm2qtllvpq642cmx5gj5lzjf5v88wzs2srzp7,792.31,0.00,single,xyk,false,792.31,195,false,false,true,0.000924,0.00042567,371169456322555140,792.31,"[{""symbol"":""wstETH"",""denom"":""ibc/A356EC90DC3AE43D485514DA7260EDC7ABB5CFAA0654CE2524C739392975AD3C"",""amount"":""342829371949621700"",""price_usd"":2306.22,""precision"":18},{""symbol"":""WETH.axl"",""denom"":""ibc/BC8A77AFBD872FDC32A348D3FB10CC09277C266CFE52081DE341C7EC6752E674"",""amount"":""414885050468072960"",""price_usd"":0,""precision"":18}]"
2026-07-24,23:50:36,astroport,LUNA-WBTC.axl,terra1afkvgc0mxfqakqlaqpxdgy58n79x4r239q3tucxmrsqvqk7ce3ksnctxfu,544.99,2.11,bluechip,concentrated,false,544.99,195,false,false,true,0.003649,0.00244386,4327878,323.26,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""5569256182"",""price_usd"":0.04290471,""precision"":6},{""symbol"":""WBTC.axl"",""denom"":""ibc/05D299885B07905B6886F554B39346EA6761246076A1120B1950049B92B922DD"",""amount"":""383350"",""price_usd"":79871,""precision"":8}]"
