date,time,dex,pool_name,pool_address,tvl_usd,volume_24h_usd,bucket,pool_type,is_amplified,latest_epoch_avg_liquidity,latest_epoch,deprecated,is_deregistered,fetch_ok
2026-05-15,23:50:22,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,1151980.00,33070.10,project,concentrated,false,1196942.20,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,704258.00,53056.90,stable,concentrated,false,715995.72,185,false,false,true
2026-05-15,23:50:22,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,314462.00,2161.03,bluechip,concentrated,false,315206.93,185,false,false,true
2026-05-15,23:50:22,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,311941.00,611.37,bluechip,stable,false,311679.46,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,129038.00,2569.56,bluechip,concentrated,false,132342.59,185,false,false,true
2026-05-15,23:50:22,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,117983.00,1139.68,project,xyk,false,118345.13,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,105973.00,2338.62,bluechip,concentrated,false,109083.36,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,99329.90,650.13,single,concentrated,false,98008.93,185,false,false,true
2026-05-15,23:50:22,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,78984.20,597.61,single,concentrated,false,82004.32,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,76626.20,60.65,project,concentrated,false,79460.80,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,67018.60,1586.18,bluechip,xyk,false,72540.85,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,63632.10,0.00,project,concentrated,false,65996.54,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,47187.40,1031.90,stable,concentrated,false,48283.10,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,40307.50,100.28,project,concentrated,false,41726.61,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,29793.50,1461.55,bluechip,xyk,false,28382.32,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-USDT,terra1aategw0787y4fyunmwdvdqraxfc8jtxykyed2skx3p5fd3lkgkmsqry7pz,23638.30,501.41,stable,concentrated,false,24100.20,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-bLUNA,terra1h32epkd72x7st0wk49z35qlpsxf26pw4ydacs8acq6uka7hgshmq7z7vl9,19737.60,28.08,project,stable,false,20963.65,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-SOLID,terra1e45ctmel6t5m9vdgxv3zxh3ecflkfcd6mr42sluzrqnhveqmy3fss338s7,12239.20,236.18,stable,xyk,false,12493.07,185,false,false,true
