date,time,dex,pool_name,pool_address,tvl_usd,volume_24h_usd,bucket,pool_type,is_amplified,latest_epoch_avg_liquidity,latest_epoch,deprecated,is_deregistered,fetch_ok
2026-05-15,23:50:22,astroport,LUNA-arbLUNA,terra16nfwldn9j5xhry2y78gvm3x4vte8vu77zr3ctlan79w5f5aheawqnz7a4f,11644.40,50.23,single,stable,false,11644.40,185,false,true,true
2026-05-15,23:50:22,astroport,ATOM-dATOM,terra1a0h6vrzkztjystg8sd949qyrc6mw9gzxk2870cr2mukg53uzgvqs46qul9,7644.64,422.61,single,concentrated,false,7644.64,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-stLUNA,terra1re0yj0j6e9v2szg7kp02ut6u8jjea586t6pnpq6628wl36fphtpqwt6l7p,7021.07,0.00,project,stable,false,7348.80,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-ASTRO,terra1nwepezm3mghyxm7fjfhfr2d4jwqzndtncf9tclgunqfcwhe52mpq4sxaqr,1394.22,38.20,project,concentrated,false,1212.57,185,false,false,true
2026-05-15,23:50:22,astroport,wstETH-WETH.axl,terra1yga5eepqnpg77gaj59uqfkm2qtllvpq642cmx5gj5lzjf5v88wzs2srzp7,1022.97,0.00,single,xyk,false,1023.13,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-WBTC.axl,terra1afkvgc0mxfqakqlaqpxdgy58n79x4r239q3tucxmrsqvqk7ce3ksnctxfu,888.42,9.59,bluechip,concentrated,false,909.82,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-SWTH,terra1crlsemxx6yjpeq3am9dzccln0dykusm685ecxscuyny7u596elqqj6xd9z,725.46,51.12,project,xyk,false,725.46,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-wSOL.wh,terra16zzqwekwsqn4zlsyu4vhjr52ee2hdvppjcr8h22qznjadaazzdgsvd905d,716.84,0.00,bluechip,concentrated,false,716.84,185,false,false,true
2026-05-15,23:50:22,astroport,ATOM-stATOM,terra1f9vmtntpjmkyhkxtlc49jcq6cv8rfz0kr06zv6efdtdgae4m9y9qlzm36t,603.40,0.00,single,concentrated,false,603.40,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-wBNB.axl,terra10clh64cpvjjen8f24qz2046d24s79w2ev2dyd9ke29wmqdqp4yjs3cyk0y,485.00,0.00,bluechip,concentrated,false,485.00,185,false,true,true
2026-05-15,23:50:22,astroport,WBTC.axl-WBTC.osmo,terra1mps5z5gt2c2akwcp86mq0zhw66kdugtc3selcyradtje0vp0z49sfrk8jx,411.71,7.36,single,stable,false,413.99,185,false,false,true
2026-05-15,23:50:22,astroport,SWTH-rSWTH,terra1rzw2egugtjhxz2x58z55kwldm96fzck8qsf9srf5v0uehf64a2asjsak68,368.82,0.00,single,xyk,false,368.82,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-WBTC,terra1p996av7ftzj973swd4yt2er2sn3v9y5j9qfxz67gatnrpf8lfgwsel8hcg,51.82,0.00,bluechip,concentrated,false,53.34,185,false,true,true
2026-05-15,23:50:22,astroport,LUNA-wstETH,terra1u0sp5gaw9amfa8vsaaqvvjpqqdyz4eeslzdjsgaq40afctpx7f6s6augj2,50.88,0.38,bluechip,concentrated,false,50.88,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-wBNB.wh,terra1v3xmc8nn8h8e7z55d80a72g4rgz6mrxyasxq089k8n6m40xldlksf2w5x8,30.31,0.00,bluechip,concentrated,false,30.31,185,false,false,true
2026-05-15,23:50:22,astroport,WHALE-bWHALE,terra18hhsyrjac6hud4tc9q05s8em35utm6jndswhw5v56lh5ld37ml6secl2rd,5.81,0.00,single,xyk,false,5.81,185,false,false,true
2026-05-15,23:50:22,astroport,WHALE-ampWHALE,terra129hvq9mgqtye4kg0cfmv9z6sq5f7sgpmrspr72968xx20gx4t2rqvpue0z,5.45,0.00,single,xyk,false,5.45,185,false,false,true
2026-05-15,23:50:22,astroport,LUNA-WHALE,terra1a6d0lcvfzyllulaaazzg5j70yn4m3e2t90shtlxsr3fwhcg34g2sgwfr75,3.96,0.00,project,concentrated,false,3.96,185,false,false,true
