date,time,dex,pool_name,pool_address,tvl_usd,volume_24h_usd,bucket,pool_type,is_amplified,latest_epoch_avg_liquidity,latest_epoch,deprecated,is_deregistered,fetch_ok,fees_24h_usd,fee_apr,lp_total_supply,astro_staked_usd,assets_json
2026-09-11,12:31:25,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,809090.00,15912.00,project,concentrated,false,862123.93,202,false,false,true,14.124100,0.00637172,6139074889215,87370.80,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""11304492233150"",""price_usd"":0.04468699,""precision"":6},{""symbol"":""ampLUNA"",""denom"":""terra1ecgazyd0waaj3g7l9cmy5gulhxkps2gmxu9ghducvuypjq68mq2s5lvsct"",""amount"":""2951765463056"",""price_usd"":0.10296435449322917,""precision"":6}]"
2026-09-11,12:31:25,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,388614.00,3814.00,bluechip,concentrated,false,390596.09,202,false,false,true,5.356140,0.00503068,177441010768,351646.00,"[{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""193044198859"",""price_usd"":0.999812,""precision"":6},{""symbol"":""EURe"",""denom"":""ibc/8D52B251B447B7160421ACFBD50F6B0ABE5F98D2C404B03701130F12044439A1"",""amount"":""168627684582"",""price_usd"":1.16,""precision"":6}]"
2026-09-11,12:31:25,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,382752.00,24035.20,stable,concentrated,false,383087.77,202,false,false,true,21.602800,0.02060086,839334211995,306255.00,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""4322065679148"",""price_usd"":0.04468699,""precision"":6},{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""189647244712"",""price_usd"":0.999812,""precision"":6}]"
2026-09-11,12:31:25,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,154699.00,146.74,single,concentrated,false,156078.21,202,false,false,true,0.142327,0.00033581,4227629,61770.90,"[{""symbol"":""PAXG"",""denom"":""ibc/0EF5630576C66968EF0787868CF09FD866FAD131BC148D24A148358A85F0EB62"",""amount"":""17995253881537964000"",""price_usd"":4340.83,""precision"":18},{""symbol"":""WBTC"",""denom"":""ibc/88386AC48152D48B34B082648DF836F975506F0B57DBBFC10A54213B1BF484CB"",""amount"":""99483307"",""price_usd"":76951,""precision"":8}]"
2026-09-11,12:31:25,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,153870.00,229.88,bluechip,stable,false,153747.75,202,false,false,true,0.057465,0.00013631,76661922704,102941.00,"[{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""73026387002"",""price_usd"":0.999812,""precision"":6},{""symbol"":""USDT"",""denom"":""ibc/9B19062D46CAB50361CE9B0A3E6D0A7A53AC9E7CB361F32A73CC733144A9A9E5"",""amount"":""80892478990"",""price_usd"":0.999595,""precision"":6}]"
2026-09-11,12:31:25,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,149323.00,2326.25,stable,concentrated,false,159854.64,202,false,false,true,2.134350,0.00521713,322255042320,138723.00,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""1683830046443"",""price_usd"":0.04468699,""precision"":6},{""symbol"":""EURe"",""denom"":""ibc/8D52B251B447B7160421ACFBD50F6B0ABE5F98D2C404B03701130F12044439A1"",""amount"":""63829950285"",""price_usd"":1.16,""precision"":6}]"
2026-09-11,12:31:25,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,111648.00,1642.36,bluechip,concentrated,false,112856.03,202,false,false,true,1.603880,0.00524341,943407134,103566.00,"[{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""1264074485773"",""price_usd"":0.04468699,""precision"":6},{""symbol"":""WBTC"",""denom"":""ibc/88386AC48152D48B34B082648DF836F975506F0B57DBBFC10A54213B1BF484CB"",""amount"":""71623565"",""price_usd"":76951,""precision"":8}]"
2026-09-11,12:31:25,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,89363.10,349.59,project,xyk,false,89551.28,202,false,false,true,0.699578,0.00285740,38920006105,74361.60,"[{""symbol"":""USDC"",""denom"":""ibc/2C962DAB9F57FE0921435426AE75196009FAA1981BF86991203C8411F8980FDB"",""amount"":""44712384277"",""price_usd"":0.999812,""precision"":6},{""symbol"":""SOLID"",""denom"":""terra10aa3zdkrc7jwuf8ekl3zq7e7m42vmzqehcmu74e4egc7xkm5kr2s0muyst"",""amount"":""44019564860"",""price_usd"":1.0148186378034194,""precision"":6}]"
2026-09-11,12:31:25,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,62656.70,56.61,project,concentrated,false,65043.65,202,false,false,true,0.056470,0.00032896,4089524092822,57440.10,"[{""symbol"":""CAPA"",""denom"":""terra1t4p3u8khpd7f8qzurwyafxt648dya6mp6vur3vaapswt6m24gkuqrfdhar"",""amount"":""24412633087361"",""price_usd"":0.001276652899537074,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""704685544797"",""price_usd"":0.04468699,""precision"":6}]"
2026-09-11,12:31:25,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,42095.70,0.02,project,concentrated,false,43980.59,202,false,false,true,0.000006,0.00000005,1950619473930,32371.30,"[{""symbol"":""FUEL"",""denom"":""ibc/4B44179AC2F0BEE50C16A673B3B886398988692885B2848A1C8AEF27148B3961"",""amount"":""8144599622570"",""price_usd"":0.00259613870279976,""precision"":6},{""symbol"":""LUNA"",""denom"":""uluna"",""amount"":""468405035596"",""price_usd"":0.04468699,""precision"":6}]"
