period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,8210.05,0.00,0.0000,2713188644,90044960925,10305856276,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,11.78,0.00,0.0000,3918050,5852471,3271108,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,9.81,0.00,0.0000,205910290,1247123673,440091012,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,122.99,0.00,0.0000,1352101020,61394467,91975901,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,185933.16,0.00,0.0000,1164013727939,2019516302252,1378138302463,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,83707.87,0.00,0.0000,400897296137,911081990087,497078937085,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.42,0.00,0.0000,238,5129414,28010,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,42780.82,0.00,0.0000,76990342259002656,91436456989737248,82313864807482032,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,0
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,72587.30,0.00,0.0000,796920396475,36282816243,145148508469,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,575.46,0.00,0.0000,362948,6313568606,43353267,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,5513.46,0.00,0.0000,60467267445,2759152036,11596535545,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,72.36,0.00,0.0000,795820264,36660076,163695513,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,1.07,0.00,0.0000,12664371,1433044655,130473177,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,84.39,0.00,0.0000,926750204,180514863587677,392377159380,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.45,0.00,0.0000,17018499,7799276,11433944,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,0.70,0.00,0.0000,7045207,223680955999,1240170883,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,417.08,0.00,0.0000,208673993,211606805,205346421,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,6538.92,0.00,0.0000,71222731305,1072814127314714624,264306219490880,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,21362.75,0.00,0.0000,10108436811,11256152973,21311398841,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,607.68,0.00,0.0000,6690676051,61587705036813279232,615520619297008,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,0.00,0.00,0.0000,97886832,24672744,47616649,0
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,2427.03,0.00,0.0000,802954265,464365220,602118214,6
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,0
2026-epoch-201,2026-08-31,2026-09-06,6,7,true,skeletonswap,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,268.64,0.00,0.0000,173143,165720,154552,6
