period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,12614.44,0.00,0.0000,3046490886,103296444876,11782321900,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,13.77,0.00,0.0000,3337510,6862219,3271108,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,12.32,0.00,0.0000,178156495,1439384509,440091012,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,142.05,0.00,0.0000,1164247852,71040000,91975901,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,275473.10,0.00,0.0000,1291807939416,2250380681189,1532924063460,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,107755.36,0.00,0.0000,414657556559,879286201253,497763224658,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.48,0.00,0.0000,369,3285485,28010,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,43039.85,0.00,0.0000,75001975589510256,87923981754407248,79673675018958800,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,0
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,108760.92,0.00,0.0000,890609453229,54440338982,189126097131,7
2026-epoch-188,2026-05-25,2026-05-31,7,7,false,skeletonswap,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,4974.58,0.00,0.0000,3350552,40754851471,336445512,7
