period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-W03,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,13.67,0.00,0.0000,153541578,1666729235,440091012,7
2026-W03,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,170.90,2.65,0.1606,958887440,85583791,91975901,7
2026-W03,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,12735.21,0.00,0.0000,143078483479,10949748734,37976616338,7
2026-W03,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,870.44,16.88,0.3264,4891737030,81673834540602212352,615519759557113,7
2026-W03,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,63.69,0.89,0.1859,715418056,232719945353719,392372158617,7
2026-W03,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,51.84,0.00,0.0000,582329418,49475908,163695513,7
2026-W03,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.34,0.00,0.0000,15026283,8816515,11433944,7
2026-W03,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.78,0.00,0.0000,8909232,175553171796,1240170883,7
2026-W03,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,119435.21,7285.54,1.0663,671405688024,59663734740,174509253099,7
2026-W03,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7552.97,282.33,0.5714,42437406758,3777339556,11596103263,7
2026-W03,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,7
2026-W03,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,517.70,3.62,0.0896,3161268649,2703996521443,1780727094,7
2026-W03,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,9.66,0.00,0.0000,108512893,22233822,47616649,7
2026-W03,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,32445.75,720.35,0.2903,182064221559,4033575512865345024,827549483449297,7
2026-W03,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,185940140998,305295955713,234517569467,7
2026-W03,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,7
2026-W03,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2102.55,6.42,0.0664,2102350314,1805447760,1928629879,7
2026-W03,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,215.32,1.25,0.0000,215294144,204381788,205345712,7
2026-W03,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,114002.39,175.26,0.0229,55930361301,58091558278,113768595423,7
2026-W03,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.66,0.00,0.0000,438,2763396,28010,7
2026-W03,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,31328.33,1681.95,0.7585,16531662,175989960509,1575633726,7
2026-W03,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,91139.35,32.54,0.0048,48564368,47595420,43976776,7
2026-W03,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,64.95,0.00,0.0000,1987324,16130837514288320,178388360888,7
2026-W03,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,563.89,3.96,0.0897,2935432545123,307481603,7113230154,7
2026-W03,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,593.72,0.00,0.0000,6793907082194,2593458554980581,123272145524513,7
2026-W03,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,17.20,0.00,0.0000,20876591748,193191107,1976621377,7
