period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-171,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,66409.31,0.00,0.0000,432031969629,840135016848,497763208631,7
2026-epoch-171,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,0.00,0.00,0.0000,89791165352997808,97068794552287072,91610957047815440,7
2026-epoch-171,"ampWHALE-WHALE",terra1ntx595elf3ukxcd0wy76h24rzztcv2p6n3wmfd358ks95prv42fs9mn63n,316.01,0.00,0.0000,1166985783198,1277617746910,1147077523558,7
2026-epoch-171,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,14.67,0.42,0.7016,3264327,7000676,3271108,7
2026-epoch-171,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,1859.39,3.16,0.0000,791228061,616801293,693861804,7
2026-epoch-171,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,10092.92,3004.08,3.5476,2194640100,62438468787,7858671440,7
2026-epoch-171,"ATOM-stATOM",terra1c439uc3qdlfuqncxae7l07nsdgjtu45g98yhn5ydjn2866nsw3ws0e0vte,0.00,0.00,0.0000,1215,825,1000,7
2026-epoch-171,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,160680.96,529.77,0.0000,1272453128396,2032752516322,1446252461670,7
2026-epoch-171,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,7
2026-epoch-171,"bWHALE-WHALE",terra1j9jmsplecj9ay2py27953p84nfmv7f6ce75ms5fleyhd0aecpc7q0hgmsa,352.16,0.00,0.0000,1562815817570,1552338068021,1499599087648,7
2026-epoch-171,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,360.16,26.05,0.0000,395529700502,4556373147,41561851930,7
2026-epoch-171,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0.00,0.0000,1,6000000,2449,7
2026-epoch-171,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,924.06,0.00,0.0000,11690183163,4401987370,7142179438,7
2026-epoch-171,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.87,0.00,0.0777,18390900,954732220,130444671,7
2026-epoch-171,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,12.95,0.63,0.8641,163827292,1563036023,440091012,7
2026-epoch-171,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,161.34,25.95,1.1591,1055161756,77935784,91975901,7
2026-epoch-171,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,12597.48,68.69,0.0000,159368977279,9891970197,38054552791,7
2026-epoch-171,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,758.63,32.86,0.4569,4691354121,85230947686108348416,615519759557113,7
2026-epoch-171,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,57.85,0.00,0.0000,731912921,227825601752760,392372158617,7
2026-epoch-171,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,50.10,1.58,0.0000,633854186,45525457,163695513,7
2026-epoch-171,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.19,0.00,0.0000,15026283,8816515,11433944,7
2026-epoch-171,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.51,0.00,0.0000,8909232,175553171796,1240170883,7
2026-epoch-171,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,130599.00,93365.34,5.3527,851496231194,63291624307,201995741753,7
2026-epoch-171,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7139.06,2378.60,3.1959,46641880143,3452206820,11596533071,7
2026-epoch-171,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,7
