period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,6831.32,0.00,0.0000,2189148982,70660747962,8237486432,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,11.96,0.00,0.0000,3842108,5963969,3271108,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,9.88,0.00,0.0000,197268640,1300896494,440091012,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,126.52,0.00,0.0000,1311034744,63179627,91975901,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,201776.72,0.00,0.0000,1190147847090,2066981364333,1409879828895,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,86539.49,0.00,0.0000,410491422423,888942822459,497763224658,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.39,0.00,0.0000,369,3285485,28010,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,36243.87,0.00,0.0000,76658544156193184,90875472297543248,81887181310797952,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,0
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,84783.70,0.00,0.0000,876949341143,42417756151,165256191422,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,519.07,0.00,0.0000,425874,5333206254,43353267,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,5661.31,0.00,0.0000,58502722089,2837502489,11596535545,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,75.47,0.00,0.0000,782752416,37177665,163695513,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,0.97,0.00,0.0000,9917330,1816967018,130473177,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,80.45,0.00,0.0000,833787352,200504964912047,392377159380,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.49,0.00,0.0000,15018499,8835546,11433944,6
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.07,0.00,0.0000,10690578,150956875836,1240170883,6
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,422.69,0.00,0.0000,211333901,208833108,205346421,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,5533.00,0.00,0.0000,56064058650,1352218100489340928,264306219490880,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,59409.98,0.00,0.0000,28326770923,31124773558,59308817175,7
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,610.09,0.00,0.0000,6313378556,64636560617545113600,615520619297008,6
2026-epoch-193,2026-06-29,2026-07-05,7,7,false,skeletonswap,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,6
