period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,6959.73,0.00,0.0000,2209713704,71439941840,8318523282,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,12.01,0.00,0.0000,3833156,5977849,3271108,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,10.02,0.00,0.0000,196618129,1305098356,440091012,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,127.12,0.00,0.0000,1303785066,63545767,91975901,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,204217.23,0.00,0.0000,1195007723498,2071653619858,1414344916673,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,87551.91,0.00,0.0000,409224205231,891836367054,497763224658,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.40,0.00,0.0000,369,3285485,28010,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,37055.87,0.00,0.0000,76884824671189520,90853524762878944,81998242751334768,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,0
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,85626.76,0.00,0.0000,877560775410,42836886416,166081101857,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,530.86,0.00,0.0000,419706,5418995755,43353267,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,5689.76,0.00,0.0000,58265772598,2850248544,11596535545,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,76.07,0.00,0.0000,779535078,37342592,163695513,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,1.09,0.00,0.0000,9803566,1839587872,130473177,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,81.62,0.00,0.0000,839501638,199143259203895,392377159380,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.49,0.00,0.0000,15018499,8835546,11433944,3
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,0.92,0.00,0.0000,9240157,170250576328,1240170883,3
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,424.11,0.00,0.0000,212133817,208055120,205346421,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,5715.72,0.00,0.0000,57109167653,1327791705072069888,264306219490880,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,62524.12,0.00,0.0000,29260041473,33292296474,62401229274,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,616.77,0.00,0.0000,6365395898,64132689276607938560,615520619297008,3
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,3
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,0.00,0.00,0.0000,100837480,23956279,47616649,0
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,0.00,0.00,0.0000,791358946,468955972,602118214,0
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,0
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,215.10,0.00,0.0000,170139,168576,154552,7
2026-epoch-194,2026-07-06,2026-07-12,7,7,false,skeletonswap,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,1210.18,0.00,0.0000,12346808812,4179995564,7142199009,7
