period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-177,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,67464.65,225.12,0.0000,426280011134,853485936079,497763208631,7
2026-epoch-177,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,0.00,0.00,0.0000,80989184633508272,93436696744506400,85358293065347312,7
2026-epoch-177,"ampWHALE-WHALE",terra1ntx595elf3ukxcd0wy76h24rzztcv2p6n3wmfd358ks95prv42fs9mn63n,316.01,0.00,0.0000,1166985783198,1277617746910,1147077523558,7
2026-epoch-177,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,14.78,0.00,0.1477,3551545,6435592,3271108,7
2026-epoch-177,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,1873.06,0.00,0.0000,797045429,612977376,693861804,7
2026-epoch-177,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,10447.07,842.34,2.8447,2243819761,65456729194,8100001164,7
2026-epoch-177,"ATOM-stATOM",terra1c439uc3qdlfuqncxae7l07nsdgjtu45g98yhn5ydjn2866nsw3ws0e0vte,0.00,0.00,0.0000,1215,825,1000,7
2026-epoch-177,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,160505.17,39.97,0.0000,1244172434276,2030528688201,1429195963440,7
2026-epoch-177,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0.00,0.00,0.0000,1483,857,1057,7
2026-epoch-177,"bWHALE-WHALE",terra1j9jmsplecj9ay2py27953p84nfmv7f6ce75ms5fleyhd0aecpc7q0hgmsa,352.16,0.00,0.0000,1562815817570,1552338068021,1499599087648,7
2026-epoch-177,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,464.96,17.48,0.0000,306427161044,5882128038,41561851930,7
2026-epoch-177,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0.00,0.0000,1,6000000,2449,7
2026-epoch-177,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,950.87,21.76,0.0000,12029378776,4283915186,7142179438,7
2026-epoch-177,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.87,0.00,0.0000,19223316,915137223,130444671,7
