period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-177,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,14.08,0.00,0.1163,178178456,1437548053,440091012,7
2026-epoch-177,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,162.67,9.54,1.1104,1155659317,71319348,91975901,7
2026-epoch-177,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,2451.81,222.00,0.0000,31017540310,1650433479,6842794706,7
2026-epoch-177,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,762.59,3.76,0.5598,4377770017,91548899867813527552,615519759557113,7
2026-epoch-177,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,55.04,0.00,0.5017,696317525,239814027793087,392372158617,7
2026-epoch-177,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,53.90,3.95,0.0000,681982800,42423508,163695513,7
2026-epoch-177,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.19,0.00,0.0000,15026283,8816515,11433944,7
2026-epoch-177,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.51,0.00,0.0000,9578842,163424734310,1240170883,7
2026-epoch-177,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,121867.96,20285.08,5.5341,869247419270,53157425023,185617069726,7
2026-epoch-177,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7230.73,794.92,3.0394,51524122286,3157953024,11596533071,7
2026-epoch-177,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,7
2026-epoch-177,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,488.17,18.25,0.8404,3287788007,2612247702518,1780727094,7
2026-epoch-177,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.08,0.00,0.0000,102197312,23610750,47616649,7
2026-epoch-177,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,38280.57,2234.88,2.1595,225090749521,5691709300307840000,1090437319886065,7
2026-epoch-177,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,7
2026-epoch-177,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,7
2026-epoch-177,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2094.48,0.00,0.0000,2094479547,1813271748,1928629879,7
2026-epoch-177,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,209.88,0.00,0.0000,209874249,209869665,205345712,7
2026-epoch-177,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,76437.09,131.16,0.1759,37984527031,38452564568,76261057849,7
2026-epoch-177,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.59,0.00,0.0000,369,3285485,28010,7
2026-epoch-177,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,29539.16,3366.87,5.5687,16779296,185276352807,1616881670,7
2026-epoch-177,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,117992.15,251.72,0.2117,66608789,66320643,60678989,7
2026-epoch-177,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,58.07,0.00,0.0000,1987324,16130837514288320,178388360888,7
2026-epoch-177,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,563.20,16.01,0.4716,3399131882371,266145963,7113230154,7
2026-epoch-177,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,561.93,0.00,0.1172,6430176188869,2742258096238344,123272145524513,7
2026-epoch-177,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.27,0.00,0.0000,20876591748,193191107,1976621377,7
