period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,185,1189666.17,35694.33,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,185,713528.25,104286.38,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,185,308592.17,4386.27,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,185,311820.92,1520.19,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,185,132761.39,6513.56,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,185,118293.15,558.67,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,185,81157.04,2140.58,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,bluechip,185,108624.34,2792.60,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,single,185,101551.39,666.26,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,185,78835.69,234.03,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,bluechip,185,68070.99,5556.99,10,10,stable,false
2026-epoch-183,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,183,64319.69,43.74,10,6,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,185,48240.27,2169.57,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,project,185,41529.84,877.18,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,bluechip,185,28912.52,1624.26,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-USDT,terra1aategw0787y4fyunmwdvdqraxfc8jtxykyed2skx3p5fd3lkgkmsqry7pz,stable,185,24046.16,959.64,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-SOLID,terra1e45ctmel6t5m9vdgxv3zxh3ecflkfcd6mr42sluzrqnhveqmy3fss338s7,stable,185,12467.15,229.02,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-ASTRO,terra1nwepezm3mghyxm7fjfhfr2d4jwqzndtncf9tclgunqfcwhe52mpq4sxaqr,project,185,1186.62,214.04,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-arbLUNA,terra16nfwldn9j5xhry2y78gvm3x4vte8vu77zr3ctlan79w5f5aheawqnz7a4f,single,185,0.00,37.98,0,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,ATOM-dATOM,terra1a0h6vrzkztjystg8sd949qyrc6mw9gzxk2870cr2mukg53uzgvqs46qul9,single,185,0.00,3097.05,0,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-bLUNA,terra1h32epkd72x7st0wk49z35qlpsxf26pw4ydacs8acq6uka7hgshmq7z7vl9,project,185,20802.87,26.78,10,6,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-stLUNA,terra1re0yj0j6e9v2szg7kp02ut6u8jjea586t6pnpq6628wl36fphtpqwt6l7p,project,185,7330.22,0.00,10,1,sparse-volume,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,wstETH-WETH.axl,terra1yga5eepqnpg77gaj59uqfkm2qtllvpq642cmx5gj5lzjf5v88wzs2srzp7,single,185,0.00,0.23,0,2,sparse-volume,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-WBTC.axl,terra1afkvgc0mxfqakqlaqpxdgy58n79x4r239q3tucxmrsqvqk7ce3ksnctxfu,bluechip,185,905.29,21.61,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-wSOL.wh,terra16zzqwekwsqn4zlsyu4vhjr52ee2hdvppjcr8h22qznjadaazzdgsvd905d,bluechip,,0.00,0.00,0,0,,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-SWTH,terra1crlsemxx6yjpeq3am9dzccln0dykusm685ecxscuyny7u596elqqj6xd9z,project,185,0.00,46.44,0,7,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,ATOM-stATOM,terra1f9vmtntpjmkyhkxtlc49jcq6cv8rfz0kr06zv6efdtdgae4m9y9qlzm36t,single,185,0.00,1.63,0,1,sparse-volume,false
2026-epoch-184,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-wBNB.axl,terra10clh64cpvjjen8f24qz2046d24s79w2ev2dyd9ke29wmqdqp4yjs3cyk0y,bluechip,184,0.00,3.57,0,2,sparse-volume,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,WBTC.axl-WBTC.osmo,terra1mps5z5gt2c2akwcp86mq0zhw66kdugtc3selcyradtje0vp0z49sfrk8jx,single,185,414.31,21.73,10,10,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,SWTH-rSWTH,terra1rzw2egugtjhxz2x58z55kwldm96fzck8qsf9srf5v0uehf64a2asjsak68,single,,0.00,0.00,0,0,,false
2026-epoch-184,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-WBTC,terra1p996av7ftzj973swd4yt2er2sn3v9y5j9qfxz67gatnrpf8lfgwsel8hcg,bluechip,184,53.56,11.60,5,9,stable,false
2026-epoch-185,2026-05-24,2026-05-24,1,7,true,astroport,LUNA-wstETH,terra1u0sp5gaw9amfa8vsaaqvvjpqqdyz4eeslzdjsgaq40afctpx7f6s6augj2,bluechip,185,0.00,1.06,0,5,stable,false
