period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,200,835260.13,23381.36,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,200,303628.93,8598.33,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,200,352118.68,64874.72,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,200,190808.18,5697.95,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,200,191282.20,2338.64,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,200,156790.93,745.32,11,10,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,200,111996.63,4661.03,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,200,84842.16,633.35,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,200,62300.66,379.73,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,200,43470.46,137.12,11,7,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,bluechip,200,36583.81,2537.14,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,project,200,31266.27,83.78,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,bluechip,200,38817.77,2128.18,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,bluechip,200,34413.71,641.39,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,single,200,16283.86,124.96,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-SOLID,terra1e45ctmel6t5m9vdgxv3zxh3ecflkfcd6mr42sluzrqnhveqmy3fss338s7,stable,200,22905.01,391.67,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-USDT,terra1aategw0787y4fyunmwdvdqraxfc8jtxykyed2skx3p5fd3lkgkmsqry7pz,stable,200,12624.81,466.23,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-ASTRO,terra1nwepezm3mghyxm7fjfhfr2d4jwqzndtncf9tclgunqfcwhe52mpq4sxaqr,project,200,11617.09,920.99,11,11,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,LUNA-arbLUNA,terra16nfwldn9j5xhry2y78gvm3x4vte8vu77zr3ctlan79w5f5aheawqnz7a4f,single,200,7180.67,32.83,11,10,bucket-direct,false
2026-epoch-200,2026-08-24,2026-08-30,21,36,true,astroport,ATOM-dATOM,terra1a0h6vrzkztjystg8sd949qyrc6mw9gzxk2870cr2mukg53uzgvqs46qul9,single,200,0.00,297.25,0,11,no-data,false
