period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,187,1080981.40,35562.10,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,187,679405.78,47049.62,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,187,340844.67,3456.53,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,187,231841.86,4656.61,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,187,45697.17,857.64,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,187,132543.71,3895.53,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,187,107748.65,1878.71,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,187,129334.44,893.46,10,10,stable,false
2026-epoch-187,2026-06-07,2026-06-07,1,7,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,187,75146.82,325.50,10,10,stable,false
2026-epoch-186,2026-06-07,2026-06-07,1,7,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,186,61134.58,18.59,11,6,stable,false
