period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,189,922986.86,24248.65,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,189,416038.34,36838.31,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,189,351490.70,3633.12,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,189,210362.98,485.10,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,189,164487.04,1718.34,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,189,102514.29,1694.38,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,189,81590.24,307.84,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,189,91879.00,3617.64,10,10,stable,false
2026-epoch-189,2026-06-21,2026-06-21,1,7,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,189,56925.31,304.40,10,10,stable,false
2026-epoch-188,2026-06-21,2026-06-21,1,7,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,188,54715.39,35.98,11,7,stable,false
