period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,193,879947.58,28700.96,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,193,380533.72,53891.97,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,193,277441.08,5534.26,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,193,230415.19,4006.31,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,193,173629.25,3386.41,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,193,169950.18,648.38,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,193,87217.43,3047.45,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,193,95513.03,433.53,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,193,52328.02,98.47,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,193,49828.85,43.34,10,7,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,bluechip,193,52481.22,1125.22,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,bluechip,193,54282.76,1450.86,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,bluechip,193,36614.12,522.03,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,project,193,31159.95,80.89,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,single,193,33074.44,180.34,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-USDT,terra1aategw0787y4fyunmwdvdqraxfc8jtxykyed2skx3p5fd3lkgkmsqry7pz,stable,193,22424.83,417.00,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-SOLID,terra1e45ctmel6t5m9vdgxv3zxh3ecflkfcd6mr42sluzrqnhveqmy3fss338s7,stable,193,10666.85,190.70,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-arbLUNA,terra16nfwldn9j5xhry2y78gvm3x4vte8vu77zr3ctlan79w5f5aheawqnz7a4f,single,193,0.00,75.37,0,9,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-ASTRO,terra1nwepezm3mghyxm7fjfhfr2d4jwqzndtncf9tclgunqfcwhe52mpq4sxaqr,project,193,10635.41,638.82,10,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,ATOM-dATOM,terra1a0h6vrzkztjystg8sd949qyrc6mw9gzxk2870cr2mukg53uzgvqs46qul9,single,193,6763.72,178.73,2,10,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-stLUNA,terra1re0yj0j6e9v2szg7kp02ut6u8jjea586t6pnpq6628wl36fphtpqwt6l7p,project,193,5336.73,0.10,10,1,sparse-volume,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-bLUNA,terra1h32epkd72x7st0wk49z35qlpsxf26pw4ydacs8acq6uka7hgshmq7z7vl9,project,193,0.00,0.94,0,4,sparse-volume,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,wstETH-WETH.axl,terra1yga5eepqnpg77gaj59uqfkm2qtllvpq642cmx5gj5lzjf5v88wzs2srzp7,single,193,0.00,1.85,0,2,sparse-volume,false
2026-epoch-192,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-WBTC.axl,terra1afkvgc0mxfqakqlaqpxdgy58n79x4r239q3tucxmrsqvqk7ce3ksnctxfu,bluechip,192,0.00,7.63,0,5,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-SWTH,terra1crlsemxx6yjpeq3am9dzccln0dykusm685ecxscuyny7u596elqqj6xd9z,project,193,0.00,13.46,0,9,stable,false
2026-epoch-191,2026-07-19,2026-07-19,1,7,true,astroport,ATOM-stATOM,terra1f9vmtntpjmkyhkxtlc49jcq6cv8rfz0kr06zv6efdtdgae4m9y9qlzm36t,single,191,0.00,0.20,0,5,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-wBNB.axl,terra10clh64cpvjjen8f24qz2046d24s79w2ev2dyd9ke29wmqdqp4yjs3cyk0y,bluechip,193,0.00,0.42,0,1,sparse-volume,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,WBTC.axl-WBTC.osmo,terra1mps5z5gt2c2akwcp86mq0zhw66kdugtc3selcyradtje0vp0z49sfrk8jx,single,193,359.58,16.63,2,3,sparse-volume,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,SWTH-rSWTH,terra1rzw2egugtjhxz2x58z55kwldm96fzck8qsf9srf5v0uehf64a2asjsak68,single,,0.00,0.00,0,0,,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-wSOL.wh,terra16zzqwekwsqn4zlsyu4vhjr52ee2hdvppjcr8h22qznjadaazzdgsvd905d,bluechip,193,69.01,2.47,10,1,sparse-volume,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-WBTC,terra1p996av7ftzj973swd4yt2er2sn3v9y5j9qfxz67gatnrpf8lfgwsel8hcg,bluechip,193,0.00,0.16,0,2,sparse-volume,false
2026-epoch-192,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-wstETH,terra1u0sp5gaw9amfa8vsaaqvvjpqqdyz4eeslzdjsgaq40afctpx7f6s6augj2,bluechip,192,0.00,0.23,0,7,stable,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-wBNB.wh,terra1v3xmc8nn8h8e7z55d80a72g4rgz6mrxyasxq089k8n6m40xldlksf2w5x8,bluechip,,0.00,0.00,0,0,,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,WHALE-ampWHALE,terra129hvq9mgqtye4kg0cfmv9z6sq5f7sgpmrspr72968xx20gx4t2rqvpue0z,single,,0.00,0.00,0,0,,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,WHALE-bWHALE,terra18hhsyrjac6hud4tc9q05s8em35utm6jndswhw5v56lh5ld37ml6secl2rd,single,,0.00,0.00,0,0,,false
2026-epoch-193,2026-07-19,2026-07-19,1,7,true,astroport,LUNA-WHALE,terra1a6d0lcvfzyllulaaazzg5j70yn4m3e2t90shtlxsr3fwhcg34g2sgwfr75,project,,0.00,0.00,0,0,,false
