period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,186,1112997.82,25996.07,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,186,694594.66,33734.40,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,186,324699.25,2576.47,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,186,231445.08,8294.33,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,186,132731.94,2279.89,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,186,118411.87,624.69,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,186,104961.76,853.38,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-PAXG,terra1xgdyzzhs2v2ne3us2kyj5ry47fwc7uk44k035dyyygq42xechwwqlddmcr,bluechip,186,98862.33,1250.05,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,186,74534.94,379.04,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-INJ,terra10m23jmgtx0lvc6v5gffdmcutlmrgy9pnf8wun4mxft2xd3dnqdvsv392j5,bluechip,186,65369.23,3727.32,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-arbLUNA,terra1p9lcjw8knxhtv2pyr9wa8e2ushjnjllljvsuu9cugv7trqynjzasz4x52j,single,186,90119.78,450.45,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,186,61461.66,18.59,10,6,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,186,46437.05,540.13,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-ROAR,terra189v2ewgfx5wdhje6geefdtxefeemujplk8qw2wx3x5hdswn95l8qf4n2r0,project,186,37357.01,102.76,10,10,stable,false
2026-epoch-186,2026-05-31,2026-05-31,1,7,true,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,bluechip,186,28100.69,890.79,10,10,stable,false
