period,period_start,period_end,snapshots_used,snapshots_expected,has_gaps,dex,pool_name,pool_address,bucket,epoch,avg_liquidity_usd,total_volume_usd,liq_points,vol_points,tier,deprecated
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-ampLUNA,terra1cupwgntu082ypw2ztgtxfzcenexcu6ggp5zzunn3yzfwgrvdcclqgjrjqg,project,195,808648.84,13961.21,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-USDC,terra1v3lqxl0eyte9x3nhdgcj8hwvjq76aupnnzz0yll8mxs5cckc29pqvg2scu,stable,195,324724.51,16619.98,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,USDC-EURe,terra1ys7edvw89krf47n4zsz4c4m9das7ppltjtfv2epw85thqpvl6hhqn55m6y,bluechip,195,252136.07,6346.62,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-EURe,terra1vhxl8ggscmhae3muvwvs2vs8ppprzqf07xngcdp798fwnrcksjxszqfa8n,stable,195,221234.18,1834.43,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,USDC-USDT,terra1dnssvse0fqw4d4gqc8kvchfud5r6e8cr7w9cdpervhl2pgr2eecquujpg6,bluechip,195,212327.78,1581.97,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,PAXG-WBTC,terra1g55qjcptzqgdyqfgzu5mj8x82955rvlxy4c37z5t6ldgz7cz033q0xr2lx,single,195,131445.99,899.72,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-WBTC,terra1mea829xtsnxwv4l9lhzs0tzpnyamjpz5y45a9tpp06jgdhjd48yqc4ales,bluechip,195,108566.67,993.56,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,USDC-SOLID,terra1fwjxdjpl98shj20l4swlen9hyu4lhvekrvqkqn393lzzghmsn2wqjdnvpu,project,195,92769.39,577.49,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-CAPA,terra183wqgrwa2k0uvlz99j57c496gfuwgtaccrhv4stcjzv3ydacl9zq0hmf25,project,195,49438.02,131.90,10,10,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-FUEL,terra10yfnsqn20rzlnlzkeva5255q27zp6ws9te9uuql9e0lacfcze7zsffjct5,project,195,46769.04,18.87,10,5,bucket-direct,false
2026-epoch-195,2026-07-20,2026-07-26,19,36,true,astroport,LUNA-ATOM,terra1j3d29y506cvtavdpakdzl6e0g2xcskvmmulsetcd0jfwrpr8eu9qfe0dmf,bluechip,195,33666.86,612.47,10,10,bucket-direct,false
