date,time,pool_id,pool_address,tvl_usd,volume_24h_usd,volume_7d_usd,apr_7d,reserve_0,reserve_1,total_share
2026-02-15,23:59:17,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,66309.64,,,,433239944948,838874072040,497763208631
2026-02-15,23:59:17,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,0,0,,0,80563269461966637,92565641372542721,84736868115284349
2026-02-15,23:59:17,"ampWHALE-WHALE",terra1ntx595elf3ukxcd0wy76h24rzztcv2p6n3wmfd358ks95prv42fs9mn63n,316.01,0,0,0,1166985783198,1277617746910,1147077523558
2026-02-15,23:59:17,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,14.69,0,0.37,0.393,3339892,6839843,3271108
2026-02-15,23:59:17,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,1852.92,,,,788475687,619384440,693861804
2026-02-15,23:59:17,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,8286.37,3800.22,5464.24,10.287,1721764871,53642407059,6438299521
2026-02-15,23:59:17,"ATOM-stATOM",terra1c439uc3qdlfuqncxae7l07nsdgjtu45g98yhn5ydjn2866nsw3ws0e0vte,0,0,0,0,1215,825,1000
2026-02-15,23:59:17,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,164330.13,0,,,1274994450139,2078917697157,1464001491712
2026-02-15,23:59:17,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0,0,0,0,1483,857,1057
2026-02-15,23:59:17,"bWHALE-WHALE",terra1j9jmsplecj9ay2py27953p84nfmv7f6ce75ms5fleyhd0aecpc7q0hgmsa,352.16,0,0,0,1562815817570,1552338068021,1499599087648
2026-02-15,23:59:17,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,440.02,46.44,,,323698321026,5566638099,41561851930
2026-02-15,23:59:17,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0,0,0,1,6000000,2449
2026-02-15,23:59:17,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,923.71,,,,11685671506,4407109396,7142179438
2026-02-15,23:59:17,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.87,0.16,0.95,5.1569,17229314,1020811085,130444671
2026-02-15,23:59:17,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,13.47,,,,170440427,1502384504,440091012
2026-02-15,23:59:17,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,161.72,25.08,36.16,3.488,1096431046,75054731,91975901
2026-02-15,23:59:17,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,13146.6,,,,166315859737,9537796437,38140578068
2026-02-15,23:59:17,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,764.12,97.1,109.06,2.2265,4252749005,94056255603408466551,615519759557113
2026-02-15,23:59:17,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,53.68,0,2.7,0.7847,679081325,245866122817532,392372158617
2026-02-15,23:59:17,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,49.85,,,,630651969,45801995,163695513
2026-02-15,23:59:17,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.19,0,0,0,15026283,8816515,11433944
2026-02-15,23:59:17,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.55,0,0.14,1.4095,7581362,206373643328,1240170883
2026-02-15,23:59:17,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,112402.46,70409.38,80852.53,11.2213,766649112109,51801909320,172720329017
2026-02-15,23:59:17,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7171.95,3177.89,5064.36,11.0157,48786166774,3315594669,11596533071
2026-02-15,23:59:17,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0,0,0,0,7605,140,1005
2026-02-15,23:59:17,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,487.13,39.09,74.16,2.3749,3180361718,2697516211429,1780727094
2026-02-15,23:59:17,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.08,0,,,102197312,23610750,47616649
2026-02-15,23:59:17,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,33205.79,6006.15,7722.9,3.6282,183333527524,5198870835702043440,941579379533783
2026-02-15,23:59:17,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0,0,0,0,92798544377,612957136901,234517569467
2026-02-15,23:59:17,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0,0,0,0,1019,982,1000
