date,time,pool_id,pool_address,tvl_usd,volume_24h_usd,volume_7d_usd,apr_7d,reserve_0,reserve_1,total_share
2026-04-12,23:59:12,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,68383.32,,,,420756326883,865107850914,497763224658
2026-04-12,23:59:12,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,0,,,0,78695988582160282,88928558192375236,82080521846815165
2026-04-12,23:59:12,"ampWHALE-WHALE",terra1ntx595elf3ukxcd0wy76h24rzztcv2p6n3wmfd358ks95prv42fs9mn63n,315.99,0,0,0,1166661692672,1277973371706,1147077523558
2026-04-12,23:59:12,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,14.79,0,0,0,3564065,6415908,3271108
2026-04-12,23:59:12,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,1876.1,26.72,,,798341618,594291930,682653513
2026-04-12,23:59:12,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,13585.46,25.25,456.88,0.5246,2794184396,88798017707,10510019557
2026-04-12,23:59:12,"ATOM-stATOM",terra1c439uc3qdlfuqncxae7l07nsdgjtu45g98yhn5ydjn2866nsw3ws0e0vte,0.01,0,0,0,6125,4159,5041
2026-04-12,23:59:12,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,164357.92,22.75,46.24,0.0044,1229529420132,2079269311529,1437669018979
2026-04-12,23:59:12,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0,0,0,0,1483,857,1057
2026-04-12,23:59:12,"bWHALE-WHALE",terra1j9jmsplecj9ay2py27953p84nfmv7f6ce75ms5fleyhd0aecpc7q0hgmsa,352.16,0,0,0,1562815817570,1552338068021,1499599087648
2026-04-12,23:59:12,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,330.05,1,1,0.0473,182753620616,4175361433,27035837097
2026-04-12,23:59:12,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0,0,0,1,6000000,2449
2026-04-12,23:59:12,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,950.06,1.98,1.98,0.0325,12019018410,4288334253,7142199009
2026-04-12,23:59:12,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.96,0,0,0,14395246,1227067209,130473177
2026-04-12,23:59:12,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,14.71,0,0,0,186084573,1376716269,440091012
2026-04-12,23:59:12,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,164.15,1.42,1.86,0.1768,1224981286,67321710,91975901
2026-04-12,23:59:12,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,2109.15,,,,26682553776,1251533000,5524014379
2026-04-12,23:59:12,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,760.22,0,22.03,0.4521,4614655970,86912482094489222731,615520619297008
2026-04-12,23:59:12,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,62.18,0,0.32,0.0803,786663351,212355738013252,392377159380
2026-04-12,23:59:12,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,57.59,0.79,0.79,0.214,728522318,39741555,163695513
2026-04-12,23:59:12,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.17,0,0,0,14813336,8952801,11433944
2026-04-12,23:59:12,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.51,0,0,0,9578842,163424734310,1240170883
2026-04-12,23:59:12,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,118462.3,1365.79,2075.63,0.2733,886185684888,48412870753,178619418922
