date,time,pool_id,pool_address,tvl_usd,volume_24h_usd,volume_7d_usd,apr_7d,reserve_0,reserve_1,total_share
2026-02-13,23:59:16,"ampLUNA-LUNA",terra1tsx0dmasjvd45k6tdywzv77d5t9k3lpzyuleavuah77pg3lwm9cq4469pm,66144.64,,,,434189218751,836786699027,497763208631
2026-02-13,23:59:16,"ampROAR-ROAR",terra1d8ap3zyd6tfnruuuwvs0t927lr4zwptruhulfwnxjpqzudvyn8usfgl8ze,0,0,,0,80463214833525607,92517089291145674,84662200967577772
2026-02-13,23:59:16,"ampWHALE-WHALE",terra1ntx595elf3ukxcd0wy76h24rzztcv2p6n3wmfd358ks95prv42fs9mn63n,316.01,0,0,0,1166985783198,1277617746910,1147077523558
2026-02-13,23:59:16,"ATOM-axlUSDC",terra17l9xj8f6m8smumhn8wgpgnswr3mu60wfkcm6pjc69drxp0t398rs7335vn,14.69,0.37,0.37,0.393,3339892,6839843,3271108
2026-02-13,23:59:16,"ATOM-dATOM",terra1aa8nurhuk7rwedhjyzptggypuxd3y66qp4nsx6ph240g37esdm7qyheqkd,1853.58,,,,788755939,619133576,693861804
2026-02-13,23:59:16,"ATOM-LUNA",terra1frfcj4xhvx0emkup4vel5jun9zun0797j5yhn7ant3r4jzy9mkxqzcwev6,10322.87,538.12,1790.94,2.7065,2067787147,69118847322,8015956493
2026-02-13,23:59:16,"ATOM-stATOM",terra1c439uc3qdlfuqncxae7l07nsdgjtu45g98yhn5ydjn2866nsw3ws0e0vte,0,0,0,0,1215,825,1000
2026-02-13,23:59:16,"bLUNA-LUNA",terra1j5znhs9jeyty9u9jcagl3vefkvzwqp6u9tq9a3e5qrz4gmj2udyqp0z0xc,164914.81,,,,1274994592313,2086314417437,1466606632051
2026-02-13,23:59:16,"bLUNA-SOLID",terra1shd0wd8atmevjtryzcqzu6sxsmc4hjek43kxqsz08wxwk4nt0wvsav9004,0,0,0,0,1483,857,1057
2026-02-13,23:59:16,"bWHALE-WHALE",terra1j9jmsplecj9ay2py27953p84nfmv7f6ce75ms5fleyhd0aecpc7q0hgmsa,352.16,0,0,0,1562815817570,1552338068021,1499599087648
2026-02-13,23:59:16,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,391.65,0,,,363587536630,4954748690,41561851930
2026-02-13,23:59:16,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0,0,0,1,6000000,2449
2026-02-13,23:59:16,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,926.07,,,,11715601023,4395047341,7142179438
2026-02-13,23:59:16,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.91,0.23,0.79,4.2295,15229314,1154566545,130444671
2026-02-13,23:59:16,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,14.34,0,0,0,181416748,1411305088,440091012
2026-02-13,23:59:16,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,162.41,2.62,12.8,1.2295,1149473967,71543744,91975901
2026-02-13,23:59:16,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,13693.87,,,,173239299246,9144710375,38130352602
2026-02-13,23:59:16,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,760.26,3.47,11.78,0.2417,4471558292,89407188469944095220,615519759557113
2026-02-13,23:59:16,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,53.68,0,2.74,0.7963,679081325,245866122817532,392372158617
2026-02-13,23:59:16,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,52.32,,,,661836736,43617417,163695513
2026-02-13,23:59:16,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.19,0,0,0,15026283,8816515,11433944
2026-02-13,23:59:16,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.55,0,0.14,1.4095,7581362,206373643328,1240170883
2026-02-13,23:59:16,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,134629.81,3981.67,45713.22,5.2969,947416512759,59740320473,206446027090
2026-02-13,23:59:16,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7190.67,114.3,2111.19,4.5802,50622655697,3189148408,11596533071
2026-02-13,23:59:16,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0,0,0,0,7605,140,1005
2026-02-13,23:59:16,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,487.29,9.3,26.31,0.8423,3223404950,2660420896524,1780727094
2026-02-13,23:59:16,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.08,0,,,102197312,23610750,47616649
2026-02-13,23:59:16,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,32936.07,145.25,1901.02,0.9004,194772962416,4872736800071065912,939930149020599
2026-02-13,23:59:16,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0,0,0,0,92798544377,612957136901,234517569467
2026-02-13,23:59:16,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0,0,0,0,1019,982,1000
2026-02-13,23:59:16,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2125.01,4.59,,,2125012189,1786826084,1928629879
2026-02-13,23:59:16,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,205.16,,,,205164598,214591375,205345712
2026-02-13,23:59:16,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,60371.37,8.48,1104.69,0.2855,28810272659,31561095859,60233540574
2026-02-13,23:59:16,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.59,0,0,0,369,3285485,28010
2026-02-13,23:59:16,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,34278.24,535.16,5437.56,2.4746,19551353,214101573334,1881697570
2026-02-13,23:59:16,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,143994.54,7.37,58.02,0.0063,81331291,80892316,74058354
2026-02-13,23:59:16,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,58.07,0,0,0,1987324,16130837514288321,178388360888
2026-02-13,23:59:16,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,563.75,3.84,14.72,0.4073,3473781304854,260179113,7113230154
2026-02-13,23:59:16,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,551.04,4.28,8.61,0.2438,6305479612073,2796156507350511,123272145524513
2026-02-13,23:59:16,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.27,0,0,0,20876591748,193191107,1976621377
