period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-W04,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.76,0.48,2.1896,17671939,927890212,125919279,7
2026-W04,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,12.41,0.00,0.0000,153541578,1666729235,440091012,7
2026-W04,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,162.83,9.66,0.8023,1007677751,81476375,91975901,7
2026-W04,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,12168.50,263.61,0.0000,150723672550,10419530424,38010803452,7
2026-W04,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,778.38,39.60,0.6191,4819047373,82927395756096405504,615519759557113,7
2026-W04,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,58.79,0.87,0.2318,727841543,228788925086827,392372158617,7
2026-W04,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,49.29,1.32,0.0000,610539101,47220221,163695513,7
2026-W04,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.22,0.00,0.0000,15026283,8816515,11433944,7
2026-W04,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.55,0.00,0.0000,8909232,175553171796,1240170883,7
2026-W04,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,117945.46,35689.06,3.4356,730371551029,59015708255,180891612424,7
2026-W04,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7201.74,3117.58,5.1403,44591608325,3603008215,11596533071,7
2026-W04,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,7
2026-W04,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,492.23,21.63,0.5765,3231815768,2645484052636,1780727094,7
2026-W04,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.77,0.00,0.0000,108512893,22233822,47616649,7
2026-W04,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,32661.78,1524.31,0.6128,202507901392,4389555499401863680,910346768525838,7
2026-W04,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,185940140998,305295955713,234517569467,7
2026-W04,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,7
2026-W04,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2107.19,5.43,0.0000,2107452015,1801141422,1928629879,7
2026-W04,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,214.43,0.81,0.0000,214458455,205189740,205345712,7
2026-W04,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,77415.76,826.42,0.1363,37891453737,39547258138,77266411643,7
2026-W04,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.60,0.08,1.8211,339,3620539,28010,7
2026-W04,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,32166.98,6978.46,2.3879,17822562,199618671394,1740477185,7
2026-W04,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,87852.65,133.26,0.0215,49161323,48140095,44498249,7
2026-W04,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,60.18,0.00,0.0000,1987324,16130837514288320,178388360888,7
2026-W04,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,562.87,15.69,0.3619,3015851476283,299353637,7113230154,7
2026-W04,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,591.80,0.00,0.0000,6771960952021,2601895864470444,123272145524513,7
2026-W04,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.61,0.00,0.0000,20876591748,193191107,1976621377,7
