period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-180,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.51,0.00,0.0000,9578842,163424734310,1240170883,7
2026-epoch-180,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,123258.58,14002.70,3.0898,905706149915,51666126586,186625658174,7
2026-epoch-180,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7278.21,687.79,2.5824,53428890167,3054867784,11596534485,7
2026-epoch-180,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,7
2026-epoch-180,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,490.32,21.02,0.9710,3432710741,2505685613631,1780727094,7
2026-epoch-180,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.08,0.00,0.0000,102197312,23610750,47616649,7
2026-epoch-180,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,24673.77,1473.48,1.6248,149151703013,3579235178270712320,703309101096116,7
2026-epoch-180,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,92798544377,612957136901,234517569467,7
2026-epoch-180,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,7
2026-epoch-180,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2094.48,0.00,0.0000,2094479972,1813390444,1928630452,7
2026-epoch-180,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,208.77,3.65,0.0000,208770107,211004568,205346117,7
2026-epoch-180,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,72549.59,264.96,0.0985,36102780318,36446808701,72382112325,7
2026-epoch-180,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.59,0.00,0.0000,369,3285485,28010,7
2026-epoch-180,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,40644.70,3345.35,2.9747,22259651,264230591211,2220170202,7
2026-epoch-180,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,118744.11,0.87,0.1154,66800635,66975948,61062109,7
2026-epoch-180,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,55.52,0.00,0.0000,2081895,15423632784632018,178388360888,7
2026-epoch-180,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,563.12,15.02,0.5955,3382983832348,267483366,7113230154,7
2026-epoch-180,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,572.68,0.49,0.1172,6553137652590,2691779726107904,123272145524513,7
2026-epoch-180,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.18,0.00,0.0000,21004782329,192019209,1976621377,7
